"titulo" "estrato.antigo" "qIF" "estrato.novo" "pontos"
"1392" "Transgenic Research" "B2" 83 "A2" 55
"1393" "Tree Genetics and Genomes" "B2" 84 "A2" 55
"1394" "Tropical Animal Health and Production" "B2" 63 "A3" 55
"1395" "Tropical Conservation Science" "B2" 56 "A4" 55
"1396" "Tropical Ecology" "B2" 45 "B1" 55
"1397" "Tropical Plant Pathology" "B2" 64 "A3" 55
"1398" "Tropical Zoology" "B2" 28 "B2" 55
"1399" "Turkish Journal of Botany" "B2" 54 "A4" 55
"1400" "Turkish Journal of Zoology" "B2" 37 "B2" 55
"1401" "Vector-Borne and Zoonotic Diseases" "B2" 60 "A4" 55
"1402" "Vertebrate Zoology" "B2" 52 "A4" 55
"1403" "Veterinary Anaesthesia and Analgesia" "B2" 81 "A2" 55
"1404" "Vibrational Spectroscopy" "B2" 50 "B1" 55
"1405" "Vie et Milieu" "B2" 23 "B3" 55
"1406" "Virus Research" "B2" 68 "A3" 55
"1407" "Viruses" "B2" 89 "A1" 55
"1408" "Water Alternatives" "B2" 94 "A1" 55
"1409" "Water and Environment Journal" "B2" 52 "A4" 55
"1410" "Water S.A." "B2" 46 "B1" 55
"1411" "Water, Air, and Soil Pollution" "B2" 69 "A3" 55
"1412" "Waterbirds" "B2" 37 "B2" 55
"1413" "Weed Biology and Management" "B2" 48 "B1" 55
"1414" "Wetlands Ecology and Management" "B2" 75 "A3" 55
"1415" "Wilderness and Environmental Medicine" "B2" 53 "A4" 55
"1416" "Wildlife Biology" "B2" 67 "A3" 55
"1417" "Wilson Journal of Ornithology" "B2" 35 "B2" 55
"1418" "World Journal of Microbiology and Biotechnology" "B2" 69 "A3" 55
"1419" "Zoo Biology" "B2" 68 "A3" 55
"1420" "ZooKeys" "B2" 62 "A4" 55
"1421" "Zoologia" "B2" 44 "B1" 55
"1422" "Zoological Studies" "B2" 57 "A4" 55
"1423" "Zoosystema" "B2" 52 "A4" 55
"1424" "3 Biotech" "B3" 82 "A2" 40
"1425" "3D Research" "B3" 61 "A4" 40
"1426" "AANA Journal" "B3" 71 "A3" 40
"1427" "Accreditation and Quality Assurance" "B3" 36 "B2" 40
"1428" "Acta Biologica Hungarica" "B3" 42 "B1" 40
"1429" "Acta Botanica Croatica" "B3" 54 "A4" 40
"1430" "Acta Carsologica" "B3" 50 "B1" 40
"1431" "Acta Entomologica Musei Nationalis Pragae" "B3" 28 "B2" 40
"1432" "Acta Herpetologica" "B3" 47 "B1" 40
"1433" "Acta Histochemica" "B3" 49 "B1" 40
"1434" "Acta Limnologica Brasiliensia" "B3" 39 "B1" 40
"1435" "Acta Pharmaceutica" "B3" 53 "A4" 40
"1436" "Acta Physica Polonica A" "B3" 28 "B2" 40
"1437" "Acta Scientiarum - Agronomy" "B3" 53 "A4" 40
"1438" "Acta Scientiarum - Animal Sciences" "B3" 31 "B2" 40
"1439" "Acta Scientiarum - Technology" "B3" 34 "B2" 40
"1440" "Advances in Meteorology" "B3" 60 "A4" 40
"1441" "African Journal of Herpetology" "B3" 40 "B1" 40
"1442" "Agriculturae Conspectus Scientificus" "B3" 22 "B3" 40
"1443" "Agrociencia" "B3" 27 "B2" 40
"1444" "AI Magazine" "B3" 61 "A4" 40
"1445" "Allergologia et Immunopathologia" "B3" 37 "B2" 40
"1446" "Anais Brasileiros de Dermatologia" "B3" 49 "B1" 40
"1447" "Anales del Jardin Botanico de Madrid" "B3" 29 "B2" 40
"1448" "Analytical Methods" "B3" 81 "A2" 40
"1449" "Animal Biotechnology" "B3" 50 "B1" 40
"1450" "Annals of Agricultural and Environmental Medicine" "B3" 54 "A4" 40
"1451" "Annals of Microbiology" "B3" 45 "B1" 40
"1452" "Anthropocene" "B3" 95 "A1" 40
"1453" "Anti-Corrosion Methods and Materials" "B3" 36 "B2" 40
"1454" "Applied Mathematics Research eXpress" "B3" 75 "A3" 40
"1455" "Aquatic Insects" "B3" 31 "B2" 40
"1456" "Arkivoc" "B3" 17 "B3" 40
"1457" "Atmospheric Pollution Research" "B3" 80 "A2" 40
"1458" "Australian Journal of Crop Science" "B3" 33 "B2" 40
"1459" "Biocatalysis and Agricultural Biotechnology" "B3" 80 "A2" 40
"1460" "Biocatalysis and Biotransformation" "B3" 34 "B2" 40
"1461" "Biocell" "B3" 4 "B4" 40
"1462" "Biologia (Poland)" "B3" 48 "B1" 40
"1463" "Biological Rhythm Research" "B3" 35 "B2" 40
"1464" "Biomedica" "B3" 25 "B3" 40
"1465" "Bioremediation Journal" "B3" 50 "B1" 40
"1466" "BMC Research Notes" "B3" 47 "B1" 40
"1467" "Boletim do Instituto de Pesca" "B3" 27 "B2" 40
"1468" "Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas" "B3" 42 "B1" 40
"1469" "Bollettino di Geofisica Teorica ed Applicata" "B3" 29 "B2" 40
"1470" "Bosque" "B3" 34 "B2" 40
"1471" "Bothalia" "B3" 59 "A4" 40
"1472" "Brazilian Archives of Biology and Technology" "B3" 75 "A3" 40
"1473" "Brazilian Journal of Biology" "B3" 60 "A4" 40
"1474" "Brazilian Journal of Infectious Diseases" "B3" 49 "B1" 40
"1475" "Brazilian Journal of Microbiology" "B3" 57 "A4" 40
"1476" "Brazilian Journal of Oceanography" "B3" 45 "B1" 40
"1477" "Brazilian Journal of Pharmacognosy" "B3" 75 "A3" 40
"1478" "Bulletin - Societie Geologique de France" "B3" 59 "A4" 40
"1479" "Bulletin of Materials Science" "B3" 50 "B1" 40
"1480" "Bulletin of the British Ornithologists' Club" "B3" 10 "B4" 40
"1481" "Cadernos de Saude Publica" "B3" 41 "B1" 40
"1482" "Cahiers Agricultures" "B3" 41 "B1" 40
"1483" "Caldasia" "B3" 25 "B3" 40
"1484" "Canadian Journal of Microbiology" "B3" 44 "B1" 40
"1485" "Candollea" "B3" 32 "B2" 40
"1486" "Cell Biology International" "B3" 30 "B2" 40
"1487" "Cells Tissues Organs" "B3" 62 "A4" 40
"1488" "Check List" "B3" 26 "B2" 40
"1489" "Chemistry and Biodiversity" "B3" 57 "A4" 40
"1490" "Chilean Journal of Agricultural Research" "B3" 61 "A4" 40
"1491" "Ciencia e Saude Coletiva" "B3" 42 "B1" 40
"1492" "Ciencia Florestal" "B3" 43 "B1" 40
"1493" "Ciencia Rural" "B3" 50 "B1" 40
"1494" "Comparative Cytogenetics" "B3" 55 "A4" 40
"1495" "Conservation Genetics Resources" "B3" 36 "B2" 40
"1496" "Cryo-Letters" "B3" 43 "B1" 40
"1497" "Current HIV Research" "B3" 32 "B2" 40
"1498" "Current Pharmaceutical Analysis" "B3" 40 "B1" 40
"1499" "Cytogenetic and Genome Research" "B3" 33 "B2" 40
"1500" "Cytotechnology" "B3" 55 "A4" 40
"1501" "Darwiniana" "B3" 25 "B3" 40
"1502" "Data Science Journal" "B3" 50 "B1" 40
"1503" "Ecology of Food and Nutrition" "B3" 56 "A4" 40
"1504" "Emirates Journal of Food and Agriculture" "B3" 59 "A4" 40
"1505" "Environmental Development" "B3" 92 "A1" 40
"1506" "Environmental Engineering and Management Journal" "B3" 44 "B1" 40
"1507" "Enzyme Research" "B3" 67 "A3" 40
"1508" "Estudios Geologicos" "B3" 39 "B1" 40
"1509" "European Journal of Integrative Medicine" "B3" 55 "A4" 40
"1510" "Evolutionary Bioinformatics" "B3" 77 "A2" 40
"1511" "EXCLI Journal" "B3" 86 "A2" 40
"1512" "Experimental Lung Research" "B3" 51 "A4" 40
"1513" "Fly" "B3" 60 "A4" 40
"1514" "Folia Biologica" "B3" 28 "B2" 40
"1515" "Folia Microbiologica" "B3" 28 "B2" 40
"1516" "Food Science and Biotechnology" "B3" 46 "B1" 40
"1517" "Food Science and Technology" "B3" 64 "A3" 40
"1518" "Food Technology and Biotechnology" "B3" 66 "A3" 40
"1519" "Gayana - Botanica" "B3" 19 "B3" 40
"1520" "Genetica" "B3" 71 "A3" 40
"1521" "Genetics and Molecular Biology" "B3" 47 "B1" 40
"1522" "Genetics and Molecular Research" "B3" 16 "B3" 40
"1523" "Genome" "B3" 52 "A4" 40
"1524" "Geoheritage" "B3" 89 "A1" 40
"1525" "Geologia USP - Serie Cientifica" "B3" 10 "B4" 40
"1526" "Harvard Papers in Botany" "B3" 33 "B2" 40
"1527" "Herpetological Bulletin" "B3" 15 "B3" 40
"1528" "Horticultura Brasileira" "B3" 33 "B2" 40
"1529" "Human Ecology Review" "B3" 51 "A4" 40
"1530" "Ichthyological Exploration of Freshwaters" "B3" 54 "A4" 40
"1531" "IEEE Latin America Transactions" "B3" 50 "B1" 40
"1532" "IForest" "B3" 70 "A3" 40
"1533" "Indian Journal of Medical Research" "B3" 38 "B1" 40
"1534" "Indian Journal of Traditional Knowledge" "B3" 50 "B1" 40
"1535" "Indoor and Built Environment" "B3" 59 "A4" 40
"1536" "Industrial Biotechnology" "B3" 31 "B2" 40
"1537" "Infectious Agents and Cancer" "B3" 63 "A3" 40
"1538" "International Aquatic Research" "B3" 40 "B1" 40
"1539" "International Food Research Journal" "B3" 39 "B1" 40
"1540" "International Journal for Parasitology: Drugs and Drug Resistance" "B3" 89 "A1" 40
"1541" "International Journal of Ecology" "B3" 45 "B1" 40
"1542" "International Journal of Environmental Research" "B3" 57 "A4" 40
"1543" "International Journal of General Medicine" "B3" 92 "A1" 40
"1544" "International Journal of Odonatology" "B3" 51 "A4" 40
"1545" "International Journal of Social Ecology and Sustainable Development" "B3" 26 "B2" 40
"1546" "International Journal of Toxicology" "B3" 23 "B3" 40
"1547" "Isotopes in Environmental and Health Studies" "B3" 64 "A3" 40
"1548" "ISPRS International Journal of Geo-Information" "B3" 87 "A2" 40
"1549" "Italian Journal of Food Science" "B3" 38 "B1" 40
"1550" "Jornal Brasileiro de Pneumologia" "B3" 33 "B2" 40
"1551" "Journal fur Verbraucherschutz und Lebensmittelsicherheit" "B3" 36 "B2" 40
"1552" "Journal of AOAC International" "B3" 60 "A4" 40
"1553" "Journal of Applied Remote Sensing" "B3" 68 "A3" 40
"1554" "Journal of Applied Statistics" "B3" 42 "B1" 40
"1555" "Journal of Aquatic Food Product Technology" "B3" 30 "B2" 40
"1556" "Journal of Biological Physics" "B3" 32 "B2" 40
"1557" "Journal of Cave and Karst Studies" "B3" 51 "A4" 40
"1558" "Journal of Chemistry" "B3" 50 "B1" 40
"1559" "Journal of CO2 Utilization" "B3" 93 "A1" 40
"1560" "Journal of Coastal Research" "B3" 54 "A4" 40
"1561" "Journal of Contemporary Dental Practice" "B3" 36 "B2" 40
"1562" "Journal of Diabetes Research" "B3" 72 "A3" 40
"1563" "Journal of Essential Oil Research" "B3" 50 "B1" 40
"1564" "Journal of Essential Oil-Bearing Plants" "B3" 19 "B3" 40
"1565" "Journal of Ethnobiology" "B3" 82 "A2" 40
"1566" "Journal of Experimental Nanoscience" "B3" 61 "A4" 40
"1567" "Journal of Food and Nutrition Research" "B3" 38 "B1" 40
"1568" "Journal of Food Biochemistry" "B3" 52 "A4" 40
"1569" "Journal of Food Process Engineering" "B3" 59 "A4" 40
"1570" "Journal of Food Quality" "B3" 60 "A4" 40
"1571" "Journal of Forestry Research" "B3" 68 "A3" 40
"1572" "Journal of Heredity" "B3" 64 "A3" 40
"1573" "Journal of Infection in Developing Countries" "B3" 40 "B1" 40
"1574" "Journal of integrative bioinformatics" "B3" 70 "A3" 40
"1575" "Journal of Marine Science and Application" "B3" 54 "A4" 40
"1576" "Journal of Medical Microbiology" "B3" 54 "A4" 40
"1577" "Journal of Mountain Science" "B3" 70 "A3" 40
"1578" "Journal of Parasitology Research" "B3" 47 "B1" 40
"1579" "Journal of Radioanalytical and Nuclear Chemistry" "B3" 59 "A4" 40
"1580" "Journal of Renewable and Sustainable Energy" "B3" 46 "B1" 40
"1581" "Journal of Research on the Lepidoptera" "B3" 3 "B4" 40
"1582" "Journal of Sensors" "B3" 68 "A3" 40
"1583" "Journal of the Brazilian Computer Society" "B3" 55 "A4" 40
"1584" "Journal of the Lepidopterists' Society" "B3" 22 "B3" 40
"1585" "Journal of Venomous Animals and Toxins Including Tropical Diseases" "B3" 94 "A1" 40
"1586" "Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia" "B3" 51 "A4" 40
"1587" "Journal of Water and Health" "B3" 62 "A4" 40
"1588" "Journal of Zoo and Wildlife Medicine" "B3" 52 "A4" 40
"1589" "Korean Journal of Parasitology" "B3" 37 "B2" 40
"1590" "Learning and Motivation" "B3" 60 "A4" 40
"1591" "Letters in Drug Design and Discovery" "B3" 43 "B1" 40
"1592" "Luminescence" "B3" 50 "B1" 40
"1593" "Mammal Study" "B3" 20 "B3" 40
"1594" "Mammalian Species" "B3" 37 "B2" 40
"1595" "Marine Biodiversity Records" "B3" 34 "B2" 40
"1596" "Materials Research" "B3" 55 "A4" 40
"1597" "Maydica" "B3" 40 "B1" 40
"1598" "Medicinal Chemistry" "B3" 42 "B1" 40
"1599" "Medicinal Chemistry Research" "B3" 64 "A3" 40
"1600" "Microbiology" "B3" 41 "B1" 40
"1601" "Mobile DNA" "B3" 87 "A2" 40
"1602" "Molecular Cytogenetics" "B3" 38 "B1" 40
"1603" "Molecular Medicine Reports" "B3" 42 "B1" 40
"1604" "Natural Product Communications" "B3" 46 "B1" 40
"1605" "Natural Product Research" "B3" 71 "A3" 40
"1606" "Nautilus" "B3" 24 "B3" 40
"1607" "Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen" "B3" 42 "B1" 40
"1608" "Neuropsychoanalysis" "B3" 18 "B3" 40
"1609" "North-Western Journal of Zoology" "B3" 41 "B1" 40
"1610" "Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms" "B3" 47 "B1" 40
"1611" "Oecologia Australis" "B3" 28 "B2" 40
"1612" "Oncology Letters" "B3" 38 "B1" 40
"1613" "Open Ecology Journal" "B3" 14 "B3" 40
"1614" "Paleontological Research" "B3" 32 "B2" 40
"1615" "Pan-American Journal of Aquatic Sciences" "B3" 15 "B3" 40
"1616" "Pesquisa Veterinaria Brasileira" "B3" 38 "B1" 40
"1617" "Phyllomedusa" "B3" 24 "B3" 40
"1618" "Physics in Perspective" "B3" 68 "A3" 40
"1619" "Phyton" "B3" 9 "B4" 40
"1620" "Preparative Biochemistry and Biotechnology" "B3" 39 "B1" 40
"1621" "Primate Conservation" "B3" 60 "A4" 40
"1622" "Proceedings of the Biological Society of Washington" "B3" 35 "B2" 40
"1623" "Protein and Peptide Letters" "B3" 20 "B3" 40
"1624" "Protein Expression and Purification" "B3" 39 "B1" 40
"1625" "Protein Journal" "B3" 33 "B2" 40
"1626" "Psyche (New York)" "B3" 52 "A4" 40
"1627" "Quimica Nova" "B3" 35 "B2" 40
"1628" "Radiation Physics and Chemistry" "B3" 68 "A3" 40
"1629" "Radiation Protection Dosimetry" "B3" 37 "B2" 40
"1630" "Radioprotection" "B3" 38 "B1" 40
"1631" "Recent Patents on Biotechnology" "B3" 27 "B2" 40
"1632" "Records of Natural Products" "B3" 58 "A4" 40
"1633" "Renal Failure" "B3" 69 "A3" 40
"1634" "Reproduction in Domestic Animals" "B3" 75 "A3" 40
"1635" "Revista Argentina de Microbiologia" "B3" 26 "B2" 40
"1636" "Revista Arvore" "B3" 39 "B1" 40
"1637" "Revista Brasileira de Ciencia Avicola" "B3" 39 "B1" 40
"1638" "Revista Brasileira de Ciencia do Solo" "B3" 61 "A4" 40
"1639" "Revista Brasileira de Engenharia Agricola e Ambiental" "B3" 49 "B1" 40
"1640" "Revista Brasileira de Epidemiologia" "B3" 20 "B3" 40
"1641" "Revista Brasileira de Fruticultura" "B3" 39 "B1" 40
"1642" "Revista Brasileira de Ornitologia" "B3" 39 "B1" 40
"1643" "Revista Brasileira de Parasitologia Veterinaria" "B3" 74 "A3" 40
"1644" "Revista Brasileira de Zootecnia" "B3" 49 "B1" 40
"1645" "Revista Ceres" "B3" 45 "B1" 40
"1646" "Revista Ciencia Agronomica" "B3" 57 "A4" 40
"1647" "Revista Colombiana de Entomologia" "B3" 7 "B4" 40
"1648" "Revista da Sociedade Brasileira de Medicina Tropical" "B3" 42 "B1" 40
"1649" "Revista de Biologia Tropical" "B3" 47 "B1" 40
"1650" "Revista Espanola de Enfermedades Digestivas" "B3" 30 "B2" 40
"1651" "Revista Mexicana de Biodiversidad" "B3" 34 "B2" 40
"1652" "Revista Mexicana de Ciencias Geologicas" "B3" 51 "A4" 40
"1653" "Rodriguesia" "B3" 73 "A3" 40
"1654" "Russian Journal of Ecology" "B3" 24 "B3" 40
"1655" "Saudi Journal of Biological Sciences" "B3" 90 "A1" 40
"1656" "Scientia Forestalis/Forest Sciences" "B3" 32 "B2" 40
"1657" "Scientific Drilling" "B3" 68 "A3" 40
"1658" "Semina:Ciencias Agrarias" "B3" 37 "B2" 40
"1659" "SHILAP Revista de lepidopterologia" "B3" 4 "B4" 40
"1660" "Soil Science" "B3" 56 "A4" 40
"1661" "Solid Earth" "B3" 94 "A1" 40
"1662" "Spectroscopy Letters" "B3" 34 "B2" 40
"1663" "SpringerPlus" "B3" 83 "A2" 40
"1664" "Subterranean Biology" "B3" 66 "A3" 40
"1665" "Sugar Tech" "B3" 63 "A3" 40
"1666" "Symbiosis" "B3" 80 "A2" 40
"1667" "Synthetic Communications" "B3" 43 "B1" 40
"1668" "Thalassas" "B3" 18 "B3" 40
"1669" "Tissue and Cell" "B3" 17 "B3" 40
"1670" "Toxicology Research" "B3" 45 "B1" 40
"1671" "Tropical Plant Biology" "B3" 63 "A3" 40
"1672" "Veterinarski Arhiv" "B3" 42 "B1" 40
"1673" "Viral Immunology" "B3" 28 "B2" 40
"1674" "Water Science and Technology" "B3" 55 "A4" 40
"1675" "Web Ecology" "B3" 51 "A4" 40
"1676" "Webbia" "B3" 33 "B2" 40
"1677" "Willdenowia" "B3" 57 "A4" 40
"1678" "Zeitschrift fur Naturforschung - Section C Journal of Biosciences" "B3" 36 "B2" 40
"1679" "Zygote" "B3" 12 "B4" 40
"1680" "AACL Bioflux" "B4" 30 "B2" 25
"1681" "Acta Alimentaria" "B4" 26 "B2" 25
"1682" "Acta Biologica Colombiana" "B4" 44 "B1" 25
"1683" "Acta Scientiae Veterinariae" "B4" 38 "B1" 25
"1684" "Acta Scientiarum - Biological Sciences" "B4" 30 "B2" 25
"1685" "Adansonia" "B4" 36 "B2" 25
"1686" "Ambiente e Sociedade" "B4" 56 "A4" 25
"1687" "American Biology Teacher" "B4" 21 "B3" 25
"1688" "Annals of Forest Research" "B4" 78 "A2" 25
"1689" "Applied Sciences (Switzerland)" "B4" 85 "A2" 25
"1690" "Archives of Veterinary Science" "B4" 9 "B4" 25
"1691" "Archivos de Zootecnia" "B4" 22 "B3" 25
"1692" "Arquivo Brasileiro de Medicina Veterinaria e Zootecnia" "B4" 30 "B2" 25
"1693" "Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery" "B4" 41 "B1" 25
"1694" "Biochemistry and Molecular Biology Education" "B4" 19 "B3" 25
"1695" "Bioscience Journal" "B4" 28 "B2" 25
"1696" "BMC Proceedings" "B4" 30 "B2" 25
"1697" "Boletim Paranaense de Geosciencias" "B4" 33 "B2" 25
"1698" "Boletin de la Sociedad Argentina de Botanica" "B4" 17 "B3" 25
"1699" "Boletin de Malariologia y Salud Ambiental" "B4" 5 "B4" 25
"1700" "Bradleya" "B4" 5 "B4" 25
"1701" "Brazilian Journal of Pharmaceutical Sciences" "B4" 38 "B1" 25
"1702" "Brazilian Journal of Veterinary Pathology" "B4" 16 "B3" 25
"1703" "Brazilian Journal of Veterinary Research and Animal Science" "B4" 29 "B2" 25
"1704" "Bunseki Kagaku" "B4" 6 "B4" 25
"1705" "Cerne" "B4" 51 "A4" 25
"1706" "Chemistry of Natural Compounds" "B4" 28 "B2" 25
"1707" "Ciencia e Tecnica Vitivinicola" "B4" 38 "B1" 25
"1708" "Coffee Science" "B4" 28 "B2" 25
"1709" "Comparative Clinical Pathology" "B4" 23 "B3" 25
"1710" "Comunicata Scientiae" "B4" 29 "B2" 25
"1711" "Earth Sciences Research Journal" "B4" 41 "B1" 25
"1712" "Einstein (Ṣo Paulo, Brazil)" "B4" 69 "A3" 25
"1713" "Engenharia Agricola" "B4" 40 "B1" 25
"1714" "Ensenanza de las Ciencias" "B4" 37 "B2" 25
"1715" "Entomologica Americana" "B4" 16 "B3" 25
"1716" "Estudios Atacamenos" "B4" 92 "A1" 25
"1717" "Floresta" "B4" 31 "B2" 25
"1718" "Food Bioscience" "B4" 88 "A1" 25
"1719" "Food Science and Technology Research" "B4" 40 "B1" 25
"1720" "Forensic Science International: Genetics Supplement Series" "B4" 20 "B3" 25
"1721" "Hidrobiologica" "B4" 17 "B3" 25
"1722" "Historia, Ciencias, Saude - Manguinhos" "B4" 35 "B2" 25
"1723" "Hornero" "B4" 3 "B4" 25
"1724" "Hyperfine Interactions" "B4" 36 "B2" 25
"1725" "Idesia" "B4" 15 "B3" 25
"1726" "Iheringia - Serie Botanica" "B4" 20 "B3" 25
"1727" "International Journal for Parasitology: Parasites and Wildlife" "B4" 93 "A1" 25
"1728" "International Journal of Diabetes in Developing Countries" "B4" 24 "B3" 25
"1729" "International Journal of Morphology" "B4" 18 "B3" 25
"1730" "International Journal of Plant Biology" "B4" 47 "B1" 25
"1731" "International Sugar Journal" "B4" 8 "B4" 25
"1732" "IRRIGA" "B4" 29 "B2" 25
"1733" "IUCN/SCC Otter Specialist Group Bulletin" "B4" 9 "B4" 25
"1734" "Journal of Aerospace Technology and Management" "B4" 50 "B1" 25
"1735" "Journal of Applied Pharmaceutical Science" "B4" 40 "B1" 25
"1736" "Journal of Biopesticides" "B4" 24 "B3" 25
"1737" "Journal of Coloproctology" "B4" 20 "B3" 25
"1738" "Journal of Genetics" "B4" 14 "B3" 25
"1739" "Journal of Morphological Sciences" "B4" 6 "B4" 25
"1740" "Journal of Physics: Conference Series" "B4" 21 "B3" 25
"1741" "Journal of Web Engineering" "B4" 53 "A4" 25
"1742" "Journal of Wildlife Rehabilitation" "B4" 2 "B4" 25
"1743" "Latin American Journal of Pharmacy" "B4" 31 "B2" 25
"1744" "Latin American Journal of Sedimentology and Basin Analysis" "B4" 43 "B1" 25
"1745" "Livestock Research for Rural Development" "B4" 24 "B3" 25
"1746" "Macromolecular Symposia" "B4" 29 "B2" 25
"1747" "MicrobiologyOpen" "B4" 61 "A4" 25
"1748" "Molecular Biology" "B4" 18 "B3" 25
"1749" "Neotropical Biology and Conservation" "B4" 30 "B2" 25
"1750" "Nutrition and Food Science" "B4" 36 "B2" 25
"1751" "OnLine Journal of Biological Sciences" "B4" 24 "B3" 25
"1752" "Pakistan Journal of Pharmaceutical Sciences" "B4" 42 "B1" 25
"1753" "Pesquisa Agropecuaria Brasileira" "B4" 41 "B1" 25
"1754" "Pesquisa Agropecuaria Tropical" "B4" 39 "B1" 25
"1755" "Pharmacognosy Journal" "B4" 27 "B2" 25
"1756" "Psychology and Neuroscience" "B4" 14 "B3" 25
"1757" "Revista Brasileira de Geofisica" "B4" 9 "B4" 25
"1758" "Revista Brasileira de Paleontologia" "B4" 37 "B2" 25
"1759" "Revista Brasileira de Saude e Producao Animal" "B4" 16 "B3" 25
"1760" "Revista Caatinga" "B4" 47 "B1" 25
"1761" "Revista Cubana de Farmacia" "B4" 10 "B4" 25
"1762" "Revista Cubana de Plantas Medicinales" "B4" 12 "B4" 25
"1763" "Revista Cubana de Salud Publica" "B4" 6 "B4" 25
"1764" "Revista de Economia e Sociologia Rural" "B4" 41 "B1" 25
"1765" "Revista del Museo Argentino de Ciencias Naturales, Nueva Serie" "B4" 33 "B2" 25
"1766" "Revista Escola de Minas" "B4" 24 "B3" 25
"1767" "Revista MVZ Cordoba" "B4" 29 "B2" 25
"1768" "Revista Virtual de Quimica" "B4" 21 "B3" 25
"1769" "Romanian Agricultural Research" "B4" 26 "B2" 25
"1770" "Saude e Sociedade" "B4" 22 "B3" 25
"1771" "Studies in Computational Intelligence" "B4" 23 "B3" 25
"1772" "Summa Phytopathologica" "B4" 15 "B3" 25
"1773" "Surgical and Cosmetic Dermatology" "B4" 13 "B3" 25
"1774" "Toxicology Reports" "B4" 70 "A3" 25
"1775" "Tropical Journal of Pharmaceutical Research" "B4" 38 "B1" 25
"1776" "Zoologische Garten" "B4" 8 "B4" 25
"1777" "Acta Agronomica" "B5" 15 "B3" 10
"1778" "Acta Scientiarum - Health Sciences" "B5" 6 "B4" 10
"1779" "Acta Veterinaria Brasilica" "B5" 16 "B3" 10
"1780" "AMB Express" "B5" 60 "A4" 10
"1781" "Animal Reproduction" "B5" 58 "A4" 10
"1782" "Anthropology and Humanism" "B5" 60 "A4" 10
"1783" "Anuario do Instituto de Geociencias" "B5" 24 "B3" 10
"1784" "Archiv fur Rechts- und Sozialphilosophie" "B5" 18 "B3" 10
"1785" "Asian Pacific Journal of Reproduction" "B5" 60 "A4" 10
"1786" "Bioagro" "B5" 19 "B3" 10
"1787" "Bois et Forets des Tropiques" "B5" 23 "B3" 10
"1788" "Boissiera" "B5" 6 "B4" 10
"1789" "Boletimdo Museu Paraense Emilio Goeldi:Ciencias Humanas" "B5" 58 "A4" 10
"1790" "Boletin de Investigaciones Marinas y Costeras" "B5" 15 "B3" 10
"1791" "Brazilian Journal of Analytical Chemistry" "B5" 1 "B4" 10
"1792" "Brazilian Journal of Geology" "B5" 66 "A3" 10
"1793" "Buffalo Bulletin" "B5" 15 "B3" 10
"1794" "Cadernos de Linguagem e Sociedade" "B5" 15 "B3" 10
"1795" "Cadernos do Laboratorio Xeoloxico de Laxe" "B5" 29 "B2" 10
"1796" "Ciencia Animal Brasileira" "B5" 36 "B2" 10
"1797" "Conservation Evidence" "B5" 29 "B2" 10
"1798" "Cytologia" "B5" 43 "B1" 10
"1799" "Data in Brief" "B5" 71 "A3" 10
"1800" "Engenharia Sanitaria e Ambiental" "B5" 25 "B3" 10
"1801" "Ethnobiology and Conservation" "B5" 97 "A1" 10
"1802" "Formacion Universitaria" "B5" 56 "A4" 10
"1803" "Genomics Data" "B5" 36 "B2" 10
"1804" "Geoderma Regional" "B5" 67 "A3" 10
"1805" "Graellsia" "B5" 30 "B2" 10
"1806" "International Journal of Computer Games Technology" "B5" 62 "A4" 10
"1807" "International Journal of Low Radiation" "B5" 11 "B4" 10
"1808" "International Journal of Sustainability Policy and Practice" "B5" 33 "B2" 10
"1809" "International Journal of Urban Sustainable Development" "B5" 67 "A3" 10
"1810" "Jornal Brasileiro de Reproducao Assistida" "B5" 44 "B1" 10
"1811" "Jornal Vascular Brasileiro" "B5" 22 "B3" 10
"1812" "Journal of Complex Networks" "B5" 78 "A2" 10
"1813" "Journal of Integrated Coastal Zone Management" "B5" 36 "B2" 10
"1814" "Journal of Parasitic Diseases" "B5" 13 "B3" 10
"1815" "Journal of Science Education" "B5" 6 "B4" 10
"1816" "Journal of Spectroscopy" "B5" 45 "B1" 10
"1817" "Journal of the History of Collections" "B5" 81 "A2" 10
"1818" "Key Engineering Materials" "B5" 20 "B3" 10
"1819" "Lankesteriana" "B5" 46 "B1" 10
"1820" "Magis" "B5" 18 "B3" 10
"1821" "Meta Gene" "B5" 21 "B3" 10
"1822" "Mundo da Saude" "B5" 4 "B4" 10
"1823" "Museum International" "B5" 54 "A4" 10
"1824" "Nucleus (India)" "B5" 10 "B4" 10
"1825" "Pesquisas em Geociencias" "B5" 23 "B3" 10
"1826" "Pharmacologyonline" "B5" 17 "B3" 10
"1827" "Psicologia: Teoria e Pesquisa" "B5" 9 "B4" 10
"1828" "RA'E GA - O Espaco Geografico em Analise" "B5" 13 "B3" 10
"1829" "Revista Ambiente e Agua" "B5" 35 "B2" 10
"1830" "Revista Brasileira de Gestao e Desenvolvimento Regional" "B5" 12 "B4" 10
